SGP_id,Title,Producer,Category,Place,Type,Abstract,Coverage (Years),layer_url,layer_thumb,Available Formats,Users with View Permissions
4151420561,London Pits,City of London,Planning,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of pits for construction or excavation in the City of London, Ontario.</p>",2009 - 2018,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4151420561"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2017_Pits.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
421809218,Peat Production Area,Ontario Ministry of Natural Resources,Planning,Ontario,vector,"<p>This data set is a polygon coverage that can be used to identify the location of a peat production area, which is an area designated as suitable for the extraction of peat. The boundary is determined by a Peat Extraction License or a survey of potential license.</p><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",1997 - 2005,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=421809218"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_PEATPROD.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
b38c1855-ddf7-46f1-816b-d8768e9a0db7,Trail Segment,"Ministry of Natural Resources and Forestry, Integration Branch",Boundaries, ,,"A Trail Segment is a line feature which defines a linear corridor through the natural or urban environment, for one or more of the following recreational purposes; hiking, backpacking, biking, horseback riding cross-country skiing or snowmobiling or for access to campgrounds. These corridors may be long single segments or form a looping system.  One Trail Segment is distinguished from another trail segment within the same trail by having different features or rankings.
Additional Time Period Information: Data is collected on an on-going basis therefore the time period 'end date' may be more recent than indicated above.",1997 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=b38c1855-ddf7-46f1-816b-d8768e9a0db7"">Access this resource</a> on Scholars Geoportal.</p>",https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=74&access=public&fname=TRAILSEG.png,Various geospatial formats available.,Public
3191315832,Blocked Passage Barrier Point,DMTI Spatial Inc.,Transportation,Canada,vector,<p>This layer indicates the locations of physical barriers on a roads built to prevent/control further access. </p> <p>Supporting documentation is available in the Data Dictionary and User Manual.</p>,2015 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3191315832"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_BlockedPassageBarrierPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
982758561,Federal Protected Area,Ontario Ministry of Natural Resources,Planning,Ontario,vector,"<p>This data set can be used to identify areas protected by the Federal government for natural or cultural reasons. Protected areas include National Parks, National Marine Conservation Areas, Heritage canals, National Wildlife Areas or other Federal Protected areas.</p><p>Supplementary tables can be used and are available for download from the additional documentation section. This layer is part of what was known as the OMNR Fundamental Dataset.</p>",2008 - 2008,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=982758561"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FEDPAREA.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
a3fcd516-cd78-4786-87ad-776259043faa,NGO Nature Reserve,"Ministry of Natural Resources and Forestry, Integration Branch",Physical Environment, ,,NGO Nature Reserves are polygon features describing lands held by nature trusts and other non-government agencies for the purpose of nature conservation.,1998 - 2009,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=a3fcd516-cd78-4786-87ad-776259043faa"">Access this resource</a> on Scholars Geoportal.</p>",https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=990&access=public&fname=NGONATRV.png,Various geospatial formats available.,Public
3890357688,Great Lakes Bathymetry Imagery,National Oceanic and Atmospheric Administration (NOAA),Water Resources,Ontario,grid,"<p>The Great Lakes Bathymetry data and imagery has been compiled as a component of a NOAA project to rescue Great Lakes lake floor geological and geophysical data and make it more accessible to the public. This imagery collection provides satellite imagery for the Great Lakes area including Lake Ontario, Lake Erie, Lake Saint Clair, Lake Huron, Lake Michigan, and Lake Superior. </p><p> This project is a cooperative effort between investigators at the NOAA National Geophysical Data Center's Marine Geology and Geophysics Division (NGDC/MGG), the NOAA Great Lakes Environmental Research Laboratory (GLERL) and the Canadian Hydrographic Service (CHS). Bathymetric data have been collected from the Great Lakes in support of nautical charting for at least 150 years by the US Army Corp. of Engineers (before 1970), the NOAA National Ocean Service (NOS) (after 1970), and the Canadian Hydrographic Service.</p><p><strong>In order to maintain the display of the data once it has been downloaded, please build statistics in ArcCatalog.</strong></p><p>The Great Lakes Bathymetry data is available in additional formats (i.e. ARC ASCII, Binary Float XYZ, GeoTiff, NetCDF, and GRD89), which are available for download from the additional documentation section.</p>",1996 - 1999,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3890357688"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/NOAA199699GreatLakesBathymetryTIFF.png,Various geospatial formats available.,Public
1637611624,Mississauga Zoning,"Transportation and Works Department, City of Mississauga",Planning,Ontario,vector,"<p>City of Mississauga digital mapping data contains very detailed topographic and planning information clipped to the City of Mississauga municipal boundary based on a scale of 1:2,000.</p><p>This data set contains locations categorized by Zoning By-Law in the City of Mississauga, Ontario. </p>",2016 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1637611624"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2017_Zoning.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
713518412,Family Health Teams,Ontario Ministry of Health and Long-Term Care,Health,Ontario,vector,"<p>This series provides locations of Family Health Team Sites and Family Health Teams, as provided by the Association of Family Health Teams of Ontario (AFHTO).</p> <p>Family Health Teams ensure that people receive the care they need in their communities, as each team is set-up based on local health and community needs. Family Health Teams provide a core set of comprehensive primary health care services to their patients. Patients can be enrolled either to an individual family physician or to groups of physicians. They focus on chronic disease management, disease prevention and health promotion, and work with other health care organizations, such as public health units and Community Care Access Centres.</p>",2011 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=713518412"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MOH_FHTSL.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1052960069,London Shoreline Segments,City of London,Planning,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of shoreline segments in the City of London, Ontario.</p>",2009 - 2015,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1052960069"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_shorvslin.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2767670806,Turn Restrictions Table (trn),DMTI Spatial Inc.,Transportation,Canada,textTable,"<p>This table identifies road segments on which it is prohibited to turn from one street segment to another. There are two different classifications of turn restrictions; legislated and non-legislated. </p><p>Legislated Turn Restrictions are prohibited turning movements set out by municipal bylaw where signage is posted. One, or a combination of several restrictions may be listed. Example: No left turn from 6 a.m. to 9 a.m., Monday through Friday. Non-legislated Turn Restrictions are physical restrictions that restrict turning movements-- options that would be considered valid otherwise if the physical restriction was not captured. </p><p>An example of this situation is the overpass crossing over another street. In this scenario, a turn cannot be made directly from the overpass to the road below and vice versa.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2767670806"">Access this resource</a> on Scholars Geoportal.</p>",,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
WWIIMMGoch_1944_TIFF,"Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944",United States. Army Map Service,Indexes and Grids,Canada,grid,"<p>This is a 1:25,000 scale map of the region of Goch, Eastern Holland. It is the third edition of this map. The base map was published by the United States Army Map Service in 1944, and the overprint was published by the Royal Canadian Engineers in December 1944.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 19M/12/44/3RCE/5499.</p>",1944 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMGoch_1944_TIFF.png,Various geospatial formats available.,Public
2175373003,London Bridges,City of London,Human Environment,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of bridges in the City of London, Ontario.</p>",2009 - 2018,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2175373003"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2017_Bridges.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3512833983,Greenbelt Selected Wildlife Habitat,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p>Greenbelt Selected Wildlife Habitat contains polygon mapping of Deer Wintering Areas and Deer Yards for Guelph District and Midhurst District.</p><p>A Deer Yard (Stratum 1) is often referred to as the core of a deer yard. Deer use this area when mobility is most restricted under severe winter conditions (when snow reaches depths greater than 46 centimeters).</p><p>A Deer Wintering Area (Stratum 2) is the area occupied by deer in early winter or occasionally all winter during mild winters. A mild winter occurs when the snow cover in the area is light and fluffy, and less than 30 centimeters.</p>",1997 - 1999,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3512833983"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GBWildlifeHabitat.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3870532549,Surficial Geology of Southern Ontario - Moraines,"Ontario Ministry of Northern Development, Mines and Forestry",Geology,Ontario,vector,"<p>The Surficial Geology of Southern Ontario 2010 - Moraines feature displays areas of hummocky topography as well as areas mapped as moraines.</p><p>The map has recently been revised and updated and replaces the map previously released on MRD 128. This new version now includes surficial geology information for the Bruce Peninsula and as well as NTS sheet 31D\9 covering the Burleigh Falls area. It illustrates surficial deposit types, material types, geological features (e.g. drumlins, eskers) and general bedrock types and outcrops. </p> <p>The Surficial Geology of Southern Ontario 2010 data set is a GIS based geological map that shows the distribution and characteristics of surficial units across Southern Ontario. It illustrates surficial deposit types, material types, geological features (e.g. drumlins, eskers) and general bedrock types and outcrops. The surficial geology of southern Ontario consists largely of varying types and thicknesses of deposits emplaced primarily during the Quaternary period. These surficial deposits overly a bedrock terrain consisting mainly of Phanerozoic sedimentary rocks that overlie older Precambrian rocks of the Canadian Shield. </p><p>The data used in generating the map was derived from Quaternary maps, primarily at a scale of 1:50 000, completed by the OGS and Geological Survey of Canada (GSC) for most of southern Ontario over the past 40 years.</p><p>The Surficial Geology of Southern Ontario 2010 - Moraines feature is part of the Surficial Geology of Southern Ontario 2010 series. The other features are available on the GeoPortal and can be located by searching the following titles:</p><li>Surficial Geology of Southern Ontario 2010 - Miscellaneous</li><li>Surficial Geology of Southern Ontario 2010 - Line Representation</li><li>Surficial Geology of Southern Ontario 2010 - Point Representation</li><li>Surficial Geology of Southern Ontario 2010 - Polygon Representation</li><p>Supplementary data can be used and is available for download from the additional documentation section.</p>",2010 - 2010,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3870532549"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_SGU_2010_MOR.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
f4d95cfb-de2d-4120-b685-14c0549d5260,MCYS Administrative Region,Ministry of Children and Youth Services,Boundaries, ,,Administrative boundaries that divide Ontario into regions for the Ministry of Children and Youth Services (MCYS).,2014 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=f4d95cfb-de2d-4120-b685-14c0549d5260"">Access this resource</a> on Scholars Geoportal.</p>",,Various geospatial formats available.,Public
4291084613,"Road Network File (RNF), 2016 Census",Statistics Canada,Transportation,Canada,vector,"<p>The Road Network File is a digital representation of Canada´s national road network, containing information such as major roads, street names, types, directions and address ranges. Address ranges are dwelling-based and occur mainly in large urban centres of Canada. The 2011 Census Road Network File also includes the unique identifier, name and type for each side of a street arc (where applicable) for the following geographic levels: provinces and territories, census subdivisions, census metropolitan areas and census agglomerations. In the 2016 Census Road Network File, streets are ranked according to five levels of detail, suitable for mapping at small to medium scales.</p><p>The 2011 Road Network File is available as part of the 2016 suite of Geography products, and used in conjunction with products and services from the 2016 Census.</p>",2017 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4291084613"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2016_Census_RNF_Eng_Nat_rnf.png,Various geospatial formats available.,Public
20fab627-9464-40cf-94db-13ae73131d93,Miscellaneous Point - Retired,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Location, ,,"Miscellaneous point features.
Includes: Mine Head Frames, Cadastral Iron Bar, Historical Monuments, Horizontal Control Monuments, Mile Posts, Smoke Stacks, Legislated or Legal Authority for Collection: None, Additional Time Period Information: OBM vintage 1979-1998. This data set has been retired.

The data is no longer maintained and future maintenance will not occur. The data does not align with other data sets in the LIO Warehouse.",1977 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=20fab627-9464-40cf-94db-13ae73131d93"">Access this resource</a> on Scholars Geoportal.</p>",https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=659&access=public&fname=miscpoint.png,Various geospatial formats available.,Public
b91a5d83-ff04-4ce5-8a14-80546b65f266,Tile Drainage Area,"Ontario Ministry of Agriculture, Food, and Rural Affairs",Boundaries, ,,"Licensed agricultural tile drainage contractors create plans for numerous agricultural tile drainage systems and install thousands of feet of agricultural drainage tile each year. As a requirement of their license, each contractor must report to the Ontario Ministry of Agriculture, Food, and Rural Affairs (OMAFRA) the location of the area where they installed drainage tile. These areas are represented as polygon features.
Legislated or Legal Authority for Collection: Agricultural Tile Drainage Installation Act (Regulation 18)
Additional Time Period Information: The legislation was official as of 1983 but some the data holding may contain data that was installed prior to 1983.  The legislation is still in effect therefore the data holding is still currently receiving information.
Additional Metadata Location: Ontario Ministry of Agriculture and Food, Ontario Ministry of Rural Affairs website",1983 - 2015,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=b91a5d83-ff04-4ce5-8a14-80546b65f266"">Access this resource</a> on Scholars Geoportal.</p>",https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=7343&access=public&fname=TILEDRNA.png,Various geospatial formats available.,Public
841043411,Roads Delta Line,DMTI Spatial Inc.,Transportation,Canada,vector,<p>This layer depicts the location and status (i.e. new or modified) or changes to the RoadsLine layer made during the last quarter.</p> <p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2017 - 2015,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=841043411"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_RoadsDeltaLine.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2521773128,Water Resources Information Program (WRIP) Water Well Locations Phase 3,Ontario Ministry of Natural Resources,Utilities,Ontario,vector,<p>This holding contains a WRIP_Well_Location_2009 table where water well records drilled prior to August 2006 have had their spatial coordinates reviewed and\or updated to reflect their correct location. The holding is a review and correction of the database that has been created through the Water Well Data Improvement Project by the Water Resources Information Program (WRIP) Peterborough. It also includes an executive summary overview of the review as well as correction details and a shapefile of all water well points including the corrections. </p>,1899 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2521773128"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WRIP_Well_Location.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1039853282,World UTM Zones,ESRI,Indexes and Grids,Canada,vector,<p>World UTM Zones represents the Universal Transverse Mercator (UTM) Zones of the world.</p><p>This layer has polylines that extend to 90 degrees Latitude North but are only shown to a maximum of 85 degrees Latitude North. Please download entire dataset if the whole dataset is required.</p>,2000 - 2008,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1039853282"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/ESRI/ESRI_v9_3_Data_World_UTMZones.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
272424546,Trail Segment,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p>This data set can be used to identify a trail segment, which is a line feature that defines a linear corridor through the natural or urban environment, for one or more of the following recreational purposes: hiking, backpacking, biking, horseback riding, cross-country skiing, or snowmobiling, or for access to campgrounds. These corridors may be long single segments or form a looping system. One Trail Segment is distinguished from another trail segment within the same trail by having different features or rankings.</p> <p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section. This layer is part of what was known as the OMNR Non-Fundamental Dataset.</p>",1997 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=272424546"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_TRAILSEG.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
531492536,London Towers,City of London,Human Environment,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of towers in the City of London, Ontario.</p>",2009 - 2018,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=531492536"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2017_TowerComplex.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3716739076,Ferry Connections Line,DMTI Spatial Inc.,Transportation,Canada,vector,<p>This layer indicates the average route a ferry boat takes when transporting vehicles between two fixed locations.<p></p> Supporting documentation is available in the Data Dictionary and User Manual.</p>,2015 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3716739076"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_FerryConnectionsLine.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
11339631-4015-4eea-b4ef-4482cfda55b8,MNDM Symbols for Dispositions,Ministry of Northern Development and Mines,Geology, ,,"A disposition symbol is a point feature which accompanies the disposition polygon (MNDM_DISPPLY) in order to properly identify the tenure type associated with that polygon. Disposition symbols use a series of predetermined codes containing the tenure type and are captured primarily for cartographic purposes.

Status codes for disposition symbols are Active and Cancelled.",2015 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=11339631-4015-4eea-b4ef-4482cfda55b8"">Access this resource</a> on Scholars Geoportal.</p>",,Various geospatial formats available.,Public
