SGP_id,Title,Producer,Category,Place,Type,Abstract,Coverage (Years),layer_url,layer_thumb,Available Formats,Users with View Permissions
713518412,Family Health Teams,Ontario Ministry of Health and Long-Term Care,Health,Ontario,vector,"<p>This series provides locations of Family Health Team Sites and Family Health Teams, as provided by the Association of Family Health Teams of Ontario (AFHTO).</p> <p>Family Health Teams ensure that people receive the care they need in their communities, as each team is set-up based on local health and community needs. Family Health Teams provide a core set of comprehensive primary health care services to their patients. Patients can be enrolled either to an individual family physician or to groups of physicians. They focus on chronic disease management, disease prevention and health promotion, and work with other health care organizations, such as public health units and Community Care Access Centres.</p>",2011,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=713518412"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MOH_FHTSL.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2767670806,Turn Restrictions Table (trn),DMTI Spatial Inc.,Transportation,Canada,textTable,"<p>This table identifies road segments on which it is prohibited to turn from one street segment to another. There are two different classifications of turn restrictions; legislated and non-legislated. </p><p>Legislated Turn Restrictions are prohibited turning movements set out by municipal bylaw where signage is posted. One, or a combination of several restrictions may be listed. Example: No left turn from 6 a.m. to 9 a.m., Monday through Friday. Non-legislated Turn Restrictions are physical restrictions that restrict turning movements-- options that would be considered valid otherwise if the physical restriction was not captured. </p><p>An example of this situation is the overpass crossing over another street. In this scenario, a turn cannot be made directly from the overpass to the road below and vice versa.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2767670806"">Access this resource</a> on Scholars Geoportal.</p>",,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
WWIIMMGoch_1944_TIFF,"Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944",United States. Army Map Service,Historical,Canada,grid,"<p>This is a 1:25,000 scale map of the region of Goch, Eastern Holland. It is the third edition of this map. The base map was published by the United States Army Map Service in 1944, and the overprint was published by the Royal Canadian Engineers in December 1944.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 19M/12/44/3RCE/5499.</p>",1944,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMGoch_1944_TIFF.png,Various geospatial formats available.,Public
3512833983,Greenbelt Selected Wildlife Habitat,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p>Greenbelt Selected Wildlife Habitat contains polygon mapping of Deer Wintering Areas and Deer Yards for Guelph District and Midhurst District.</p><p>A Deer Yard (Stratum 1) is often referred to as the core of a deer yard. Deer use this area when mobility is most restricted under severe winter conditions (when snow reaches depths greater than 46 centimeters).</p><p>A Deer Wintering Area (Stratum 2) is the area occupied by deer in early winter or occasionally all winter during mild winters. A mild winter occurs when the snow cover in the area is light and fluffy, and less than 30 centimeters.</p>",1997 - 1999,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3512833983"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GBWildlifeHabitat.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
4291084613,"Road Network File (RNF), 2016 Census",Statistics Canada,Transportation,Canada,vector,"<p>The Road Network File is a digital representation of Canada´s national road network, containing information such as major roads, street names, types, directions and address ranges. Address ranges are dwelling-based and occur mainly in large urban centres of Canada. The 2011 Census Road Network File also includes the unique identifier, name and type for each side of a street arc (where applicable) for the following geographic levels: provinces and territories, census subdivisions, census metropolitan areas and census agglomerations. In the 2016 Census Road Network File, streets are ranked according to five levels of detail, suitable for mapping at small to medium scales.</p><p>The 2011 Road Network File is available as part of the 2016 suite of Geography products, and used in conjunction with products and services from the 2016 Census.</p>",2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4291084613"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2016_Census_RNF_Eng_Nat_rnf.png,Various geospatial formats available.,Public
2521773128,Water Resources Information Program (WRIP) Water Well Locations Phase 3,Ontario Ministry of Natural Resources,Utilities,Ontario,vector,<p>This holding contains a WRIP_Well_Location_2009 table where water well records drilled prior to August 2006 have had their spatial coordinates reviewed and\or updated to reflect their correct location. The holding is a review and correction of the database that has been created through the Water Well Data Improvement Project by the Water Resources Information Program (WRIP) Peterborough. It also includes an executive summary overview of the review as well as correction details and a shapefile of all water well points including the corrections. </p>,1899 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2521773128"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WRIP_Well_Location.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1039853282,World UTM Zones,ESRI,Historical,Canada,vector,<p>World UTM Zones represents the Universal Transverse Mercator (UTM) Zones of the world.</p><p>This layer has polylines that extend to 90 degrees Latitude North but are only shown to a maximum of 85 degrees Latitude North. Please download entire dataset if the whole dataset is required.</p>,2000 - 2008,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1039853282"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/ESRI/ESRI_v9_3_Data_World_UTMZones.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
272424546,Trail Segment,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p>This data set can be used to identify a trail segment, which is a line feature that defines a linear corridor through the natural or urban environment, for one or more of the following recreational purposes: hiking, backpacking, biking, horseback riding, cross-country skiing, or snowmobiling, or for access to campgrounds. These corridors may be long single segments or form a looping system. One Trail Segment is distinguished from another trail segment within the same trail by having different features or rankings.</p> <p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section. This layer is part of what was known as the OMNR Non-Fundamental Dataset.</p>",1997 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=272424546"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_TRAILSEG.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
87063391,Ferry Connections Line,DMTI Spatial Inc.,Transportation,Canada,vector,<p>This layer indicates the average route a ferry boat takes when transporting vehicles between two fixed locations.<p></p> Supporting documentation is available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=87063391"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_FerryConnectionsLine.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
793898043,Roads (RDS),DMTI Spatial Inc.,Transportation,Canada,vector,<p>The dataset contains all the roads in Canada including street names and addresses. This dateset is less comprehensive than DMTI's core routing dataset (RTE)</p>,2003 - 2005,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=793898043"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2010_CanMapRL_Streets_RTE_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3730386788,"Fichiers des Limites Cartographiques (FLC), Recensement de 2011",Statistique Canada,Boundaries,Ontario,vector,"<p>Cette série de données contient tous les fichiers des limites cartographiques (FLC) produit par Statistique Canada pour le recensement de 2011. Cela inclut les ensembles de données suivants:</p> <ul> <li>Aires de diffusion </li> <li>Centres de population</li> <li>Circonscriptions électorales fédérales, ordonnance de représentation de 2003</li> <li>Divisions de recensement</li> <li>Divisions de recensement - écoumène agricole</li> <li>Divisions de recensement - écoumène de population</li> <li>Îlots de diffusion</li> <li>Localités désignées</li> <li>Provinces et Territoires</li> <li>Régions agricoles de recensement</li> <li>Régions de tri d’acheminement </li> <li>Régions économiques</li><li>Régions métropolitaine de recensement et agglomérations de recensement</li> <li>Secteurs de recensement</li><li>Subdivisions de recensement</li> <li> Subdivisions de recensement unifies</li> <li>Couvertures hydrographiques supplémentaires - lacs</li> <li>Couvertures hydrographiques supplémentaires - Rivière</li><li>Hydrographie d'écoumène - Grands Lacs Intérieurs</li> <li>Couvertures hydrographiques supplémentaires - Côte</li> </ul>",2012,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3730386788"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_CBF_Fr_Nat_dr.png,Various geospatial formats available.,Public
611955368,"Cartographic Boundary Files (CBF), 2011 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains all the Cartographic Boundary Files (CBF) produced by Statistics Canada for the 2011 census. This includes the following datasets:</p> <ul> <li>Agricultural Ecumene Census Divisions</li> <li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Dissemination Areas</li> <li>Dissemination Blocks</li> <li>Economic Regions</li> <li>Federal Electoral Districts, 2003 Representation Order</li> <li>Forward Sortation Areas</li> <li>Population Centres</li> <li>Population Ecumene Census Divisions</li> <li>Provinces & Territories</li> <li>Ecumene Hydrography Reference Layer</li> <li>Hydrographic Layers - Interior Rivers</li> <li>Hydrographic Layers - Interior Water Bodies</li> <li>Hydrographic Layers - Coastal Water Bodies</li></ul>",2012,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=611955368"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_CBF_Fr_Nat_dr.png,Various geospatial formats available.,Public
2260101378,OC Transpo Transit Routes,OC Transpo,Transportation,Ontario,vector,"<p>The OC Transpo Route Digitization Project was started in May 2014 with the goal of digitizing OC Transpo transit routes since 1929. The project was undertaken by Carleton University’s Maps, Data, and Government Information Centre (MADGIC) with funding provided by a Young Canada Works summer internship grant.</p> <p>For 1929-2016, ArcMap 10.2 was used to process open data files provided by the cities of Ottawa and Gatineau, with scanned transit maps from OC Transpo used as reference. After 2016, (vector - polyline) feature layers with individual transit routes were compiled at Carleton's MacOdrum Library from static GTFS files provided by the City of Ottawa.</p> <p>Each feature layer includes all individual transit routes operated by OC Transpo that year, and it contains information for:</p> <ul> <li>Route Number</li> <li>Route Type (Regular, Peak, Express, Rural, etc.)</li> <li>Mode of Transportation (bus, train)</li> <li>Year</li> </ul> <p>More details about the project and data processing can be found under Data Quality and Additional Documentation.</p>",2014 - 2020,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2260101378"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_OCTranspo_2020_TransitRoutes.png,Various geospatial formats available.,Public
1484798540,Kingston Road Segments,City of Kingston,Transportation,Ontario,vector,"<p>The City of Kingston open data collection contains very detailed topographic and planning information clipped to the City of Kingston's municipal boundary.</p><p>This data set contains a representation of the centreline street network in the City of Kingston, Ontario.</p><p>This data can be used to identify roads and information about roads across the City. The layer includes naming, addressing, number of lanes, traffic flow, and road class where available.</p>",2021,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1484798540"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_CityOfKingston_2021_road_segments.png,Various geospatial formats available.,Public
1279369755,Greater Toronto and Hamilton Area (GTHA) Boundary,DMTI Spatial Inc.,Boundaries,Ontario,vector,"<p>Polygon of the GTHA (Greater Toronto and Hamilton Area). Created from the DMTI Municipal Amalgamation 2012.3 file.</p> <p>Includes the following municipalities: Ajax, Whitby, Oshawa, Clarington, Scugog, Uxbridge, Brock, Newmarket, King, East Gwilimbury, Georgina, Brampton, Caledon, Oakville, Burlington, Milton, Halton Hills, Aurora, Mississauga, Pickering, Whitchurch-Stouffville, Richmond Hill, Markham, Toronto, Vaughan, Hamilton</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2002 - 2012,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1279369755"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2012_GTHA_Boundary.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2031236213,"Road Network Files (RNF), 2001 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains the two Road Network Files (RNF) produced by Statistics Canada for the 2001 census.</p> <ul> <li>Road Network</li> <li>Skeletal Road Network</li> </ul> <p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",2002,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2031236213"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2001_Census_RNF_Eng_Nat_srn.png,Various geospatial formats available.,Public
1690292817,Central Ontario Orthopholography Project (COOP) 2016 - 4 bands,Ontario Ministry of Natural Resources and Forestry,Remote Sensing and Air Photos,Ontario,grid,"<p>The 2016 COOP orthoimagery consists of high resolution, colour images that cover the area of central Ontario. This image data is the result of private and government entities working together under the coordination of the Ontario Ministry of Natural Resources and Forestry (OMNRF).</p><p>Fugro was contracted by OMNRF to acquire and process the full colour digital imagery which encompassed an area of approximately 53,729 square kilometres. Imagery acquisition was performed at 2,377 meters above mean terrain (AMT) to produce a 20 cm resolution. Images were taken between May 6th and June 10th, 2016 using Leica ADS100 Digital Camera systems.</p>",2016,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1690292817"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_COOP2016jp2.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3048322024,Pipelines and Transmission - Points (PTP),DMTI Spatial Inc.,Human Environment,Canada,vector,"<p>This layer contains points of pipelines across Canada. A pipeline is a cylindrical conduit used to convey liquids or gases. Transmission points represents one or more cables used for communication or power transmission.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3048322024"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_PTP_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
21525170,Valves Point,DMTI Spatial Inc.,Human Environment,Canada,vector,<p>This layer indicates the locations of devices on a pipeline that control flow.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=21525170"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_ValvesPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
WWIIMMLeHavreSW_1944_TIFF,"Le Havre, France (SW). 1:10,000. Map Sheet 2, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944",Great Britain. War Office. General Staff. Geographical Section.,Historical,Canada,grid,"<p>This is a 1:10,000 scale map (defence overprint) of the region of Le Havre, France (SW). It is the second edition of this map, published on September 5, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 1500/9/44/3RCE/5153.</p>",1944,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMLeHavreSW_1944_TIFF.png,Various geospatial formats available.,Public
1669767438,UTM 10KM Grid,Ontario Ministry of Natural Resources,Historical,Ontario,vector,"<p>A 10km x 10km UTM NAD83 grid that is a standard reference index for Ontario. It includes a Military Grid Reference, Fire Base Map identifier, Atlas identifier, and an UTM Map Sheet Number.</p><p>UTM Map Sheet Number - Identification number of a UTM Mapsheet. This code is comprised the first 2 digits of the scale (e.g. 20 = 1:20,000), the Utm zone number, the first four digits of the UTM Easting, and the first five digits of the UTM Northing. (e.g. 2017610051100). </p>",2009,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1669767438"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_UTM10KM.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1855227309,Mental Health Services Locations,Ontario Ministry of Health and Long-Term Care,Health,Ontario,vector,"<p>This data set provides address locations for a variety of mental health services in Ontario. </p><p>Each service location has an associated Connex Ontario ID number, Connex Ontario maintains a comprehensive database of detailed drug, alcohol, problem gambling, and mental health service information.</p><p>Every effort was made to provide up-to-date and accurate information, however, not all information provided may be accurate, please use caution when using these data for research and analysis purposes and in all cases verify with the ministry responsible.</p>",2011,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1855227309"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MOH_MHL.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
30449705,Rail Turntable Point,DMTI Spatial Inc.,Transportation,Canada,vector,<p>This layer indicates the points of platforms used to rotate locomotives and train cars.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=30449705"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_RailTurntablePoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3759988180,Parks and Recreation - Regions (PRR),DMTI Spatial Inc.,Physical Environment,Canada,vector,"<p>CanMap Parks & Recreation regions layer represents over 1,600 national, provincial and territorial parks and over 14,000 recreation areas across Canada.</p><p><b>Note:</b> As of 2004, National and Provincial Parks - Regions (PKR) and Recreation and Amusement - Regions (RPR) were incorporated into Parks and Recreation Regions (PRR). As the data is similar, both are listed under this series record.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3759988180"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_PRR_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
4163035098,Southwestern Ontario Orthophotography Project (SWOOP) - Imagery,Ontario Ministry of Natural Resources,Remote Sensing and Air Photos,Ontario,grid,"<p>The Southwestern Ontario Orthophotography Project includes 20 cm resolution imagery for an area approximately 42,000 to 49,000 square kilometers in size for Southwestern Ontario. Data are available for 2006, 2010, and 2015. Stereo data, digital surface models, and elevation data are also available and in some cases openly, through Land Information Ontario. </p>For 2006 and 2010, the data are available in 1km by 1km and 20km by 20km tiles, at a resolution of approximately 30cm.</p>",2006 - 2015,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4163035098"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/SWOOP2010jp2.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
