Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
19553,Digital Northern Ontario Engineering Geology Terrain Study (NOEGTS) - Index,2005 - 2005,Ontario Ministry of Northern Development and Mines,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""bc996442-33e1-4be9-9dc6-4552408088f0"">Access this resource</a> on Scholars Geoportal.</p>","<p>This index layer provides an overview of the study areas, including NTS sheet numbers & study area names for reference purposes.</p><p>The NOEGTS (Northern Ontario Engineering Geology Terrain Study) data set is a digital version of the 103 original cartographic NOEGTS maps. An engineering geology terrain study is an evaluation of near-surface geological conditions for the purpose of determining the engineering significance of the terrain. In this context, terrain refers to the physical aspect and characteristics of an area or landscape under observation.</p><p> The main investigative techniques used to gather the information for such a study are air photo interpretation combined with literature searches and limited field work. A total of 370 000 km2 of northern Ontario was mapped between 1977 and 1980. With conversion to a digital format, additional geological interpretation was completed on many of the maps to improve the data set. In addition, standard legends and symbology were designed so as to provide an improved cartographic product. </p><p>Base layer information includes lakes, townships, a shaded relief image and roads. Additional information and metadata are found within a readme file provided with the product.</p><p> Supplementary data can be used and are available for download from the additional documentation section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""bc996442-33e1-4be9-9dc6-4552408088f0"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Geology,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NOEGTS_Index.png,,,bc996442-33e1-4be9-9dc6-4552408088f0,,,,,,,
19707,Digital Northern Ontario Engineering Geology Terrain Study (NOEGTS) - Lines,2005 - 2005,Ontario Ministry of Northern Development and Mines,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1148209572"">Access this resource</a> on Scholars Geoportal.</p>","<p>The NOEGTS (Northern Ontario Engineering Geology Terrain Study) data set is a digital version of the 103 original cartographic NOEGTS maps. An engineering geology terrain study is an evaluation of near-surface geological conditions for the purpose of determining the engineering significance of the terrain. In this context, terrain refers to the physical aspect and characteristics of an area or landscape under observation.</p><p> The main investigative techniques used to gather the information for such a study are air photo interpretation combined with literature searches and limited field work. A total of 370 000 km2 of northern Ontario was mapped between 1977 and 1980. With conversion to a digital format, additional geological interpretation was completed on many of the maps to improve the data set. In addition, standard legends and symbology were designed so as to provide an improved cartographic product. </p><p>Base layer information includes lakes, townships, a shaded relief image and roads. Additional information and metadata are found within a readme file provided with the product.</p><p> Supplementary data can be used and are available for download from the additional documentation section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1148209572"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Geology,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NOEGTS_Line.png,,,1148209572,,,,,,,
19216,Digital Northern Ontario Engineering Geology Terrain Study (NOEGTS) - Points,2005 - 2005,Ontario Ministry of Northern Development and Mines,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2372718054"">Access this resource</a> on Scholars Geoportal.</p>","<p>The NOEGTS (Northern Ontario Engineering Geology Terrain Study) data set is a digital version of the 103 original cartographic NOEGTS maps. An engineering geology terrain study is an evaluation of near-surface geological conditions for the purpose of determining the engineering significance of the terrain. In this context, terrain refers to the physical aspect and characteristics of an area or landscape under observation.</p><p> The main investigative techniques used to gather the information for such a study are air photo interpretation combined with literature searches and limited field work. A total of 370 000 km2 of northern Ontario was mapped between 1977 and 1980. With conversion to a digital format, additional geological interpretation was completed on many of the maps to improve the data set. In addition, standard legends and symbology were designed so as to provide an improved cartographic product. </p><p>Base layer information includes lakes, townships, a shaded relief image and roads. Additional information and metadata are found within a readme file provided with the product.</p><p>Supplementary data can be used and are available for download from the additional documentation section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2372718054"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Geology,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NOEGTS_Point.png,,,2372718054,,,,,,,
19711,Digital Northern Ontario Engineering Geology Terrain Study (NOEGTS) - Polygons,2005 - 2005,Ontario Ministry of Northern Development and Mines,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1293877932"">Access this resource</a> on Scholars Geoportal.</p>","<p>The NOEGTS (Northern Ontario Engineering Geology Terrain Study) data set is a digital version of the 103 original cartographic NOEGTS maps. An engineering geology terrain study is an evaluation of near-surface geological conditions for the purpose of determining the engineering significance of the terrain. In this context, terrain refers to the physical aspect and characteristics of an area or landscape under observation.</p><p> The main investigative techniques used to gather the information for such a study are air photo interpretation combined with literature searches and limited field work. A total of 370 000 km2 of northern Ontario was mapped between 1977 and 1980. With conversion to a digital format, additional geological interpretation was completed on many of the maps to improve the data set. In addition, standard legends and symbology were designed so as to provide an improved cartographic product. </p><p>Base layer information includes lakes, townships, a shaded relief image and roads. Additional information and metadata are found within a readme file provided with the product.</p><p> Supplementary data can be used and are available for download from the additional documentation section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1293877932"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Geology,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NOEGTS_Polygon.png,,,1293877932,,,,,,,
19207,Digital Raster Acquisition Project Eastern Ontario (DRAPE),2008 - 2014,Ontario Ministry of Natural Resources,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2909045793"">Access this resource</a> on Scholars Geoportal.</p>","<p>Digital Raster Acquisition Project for Eastern Ontario imagery (DRAPE) was received from the Ontario Ministry of Natural Resources and is the result of a collaborative funding partnership between private and government organizations. </p><p>DRAPE contains 20cm resolution orthophotography tiles, and additional derivative products, for the Eastern Ontario region. </p> <p>Digital imagery was collected in leaf off conditions during the springs of 2008 and 2009, and 2014. The products generated from DRAPE include: stereo imagery, 1km x 1km orthophotography tiles in geotiff, MRSID, jpeg2000 formats as well as 20 km x 20 km MRSID compressed mosaics (varies by product). Tile indexes are available for the 1 km and 20 km tiles and photo centre points are provided in shapefile formats (varies by product). For more detailed information please consult the metadata for each product. </p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2909045793"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,http://images.scholarsportal.info/gis/thumbnails/OGDE/DRAPE2014jp2.png,,,2909045793,,,,,,,
19862,Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Classified LAS,2017 - 2017,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""26e3969f-afff-4c29-9590-fc2695d2cea0"">Access this resource</a> on Scholars Geoportal.</p>","Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Classified LAS was generated by Mapping and Geomatics Services Section (MGSS). MGSS staff worked with the raw point cloud LAS data derived from image correlation to create DRAPE 2014 Classified LAS. In total, DRAPE 2014 Classified LAS contains 37,227 non-overlapping tiles (1km x 1km) of classified point cloud data in LAS format covering Eastern Ontario.",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""26e3969f-afff-4c29-9590-fc2695d2cea0"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=14695&access=public&fname=DRAPE-2014-ClassLAS.png,,,26e3969f-afff-4c29-9590-fc2695d2cea0,,,,,,,
19971,Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Digital Elevation Model,2015 - 2017,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""60f2fde2-b1f0-4a1c-ac89-acc32984f614"">Access this resource</a> on Scholars Geoportal.</p>","The DRAPE 2014 DEM is a 2m raster elevation product that represents a generalized representation of both surface and ground features.  The product was generated by an imagery contractor for the purpose of ortho-rectifying the DRAPE 2014 ortho-photography.  Digital Raster Acquisition Project Eastern Ontario (DRAPE) ortho-photography was collected through a collaborative funding partnership for eastern Ontario. Contributing organizations include the Ontario Government, municipalities, Conservation Authorities, the private sector and the Federal Government.",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""60f2fde2-b1f0-4a1c-ac89-acc32984f614"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=14498&access=public&fname=Thumbnail-dem.png,,,60f2fde2-b1f0-4a1c-ac89-acc32984f614,,,,,,,
19839,Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Digital Surface Model (DSM),2017 - 2017,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""88a1c454-1e5c-47d3-879b-70db3dd76642"">Access this resource</a> on Scholars Geoportal.</p>",The DRAPE 2014 DSM is a 2m raster elevation product that was generated from the DRAPE 2014 Classified LAS.,,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""88a1c454-1e5c-47d3-879b-70db3dd76642"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=14713&access=public&fname=Thumbnail-DRAPE-DSM-DTM.png,,,88a1c454-1e5c-47d3-879b-70db3dd76642,,,,,,,
19772,Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Raw LAS,2015 - 2012,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""84f0d881-5120-4c89-8371-df96aeda4acb"">Access this resource</a> on Scholars Geoportal.</p>","Digital Raster Acquisition Project Eastern Ontario (DRAPE) 2014 Raw LAS contains 12,686 overlapping tiles of point cloud data in LAS format covering Eastern Ontario. DRAPE 2014 orthophotography was collected by an imagery contractor through a collaborative funding partnership and was collected between April 28th and June 7th 2014 in leaf off conditions. The project encompassed an area of approximately 37,290 square kilometers.",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""84f0d881-5120-4c89-8371-df96aeda4acb"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=14516&access=public&fname=DRAPE-2014-RawLAS.png,,,84f0d881-5120-4c89-8371-df96aeda4acb,,,,,,,
19278,Digital Terrain Model of Southern Ontario,2002 - 2018,Ontario Ministry of Natural Resources,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""699004015"">Access this resource</a> on Scholars Geoportal.</p>","<p>Derived from Southern Ontario Orthophotos with 10 cm resolution, the Digital Terrain Model (DTM) represents a topographical surface, with spot heights and break lines and noticeable changes in slope. The terrain model data is divided into ""tiles"" and provided in DWG (AutoCAD) format with 3D polylines. Tile numbers correspond to the same number as the Ontario Orthophotographs. </p> <p>DTM is used for referencing elevations for mapping or engineering work and can be used to generate contours for the same. The coordinate files are in an X,Y,Z structure in various formats.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""699004015"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_DTMdwg.png,,,699004015,,,,,,,
20139,Disappearing Streams Point,2015 - 2017,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3210639374"">Access this resource</a> on Scholars Geoportal.</p>",<p>This feature point layer indicates the location of where a watercourse disappears into the ground. This includes surface cracks and sinkholes.</p><p> Supporting documentation is available in the Data Dictionary and User Manual.</p>,,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3210639374"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_DisappearingStreamPoint.png,,,3210639374,,,,,,,
19661,DMTI Satellite StreetView (SSV) - Alberta,2005 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3278347227"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm along with boundary and point data.</p><p>This series contains imagery and supplementary data for the following cities: Calgary, Edmonton, Fort Saskatchewan, Kananaskis, Lethbridge, and Medicine Hat, Alberta. For each city, images are arranged as one mosaic image and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3278347227"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Canada,grid,,,,3278347227,,,,,,,
19460,DMTI Satellite StreetView (SSV) - British Columbia,2006 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2719262857"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm along with boundary and point data.</p><p>This series contains imagery and supplementary data for the following cities and areas: Abbotsford, BC Interior, Kelowna, Nanaimo, Port Alberni, Prince George, Prince Rupert and Port Edward, Quesnel, Sidney, Sooke, Vancouver, Victoria, and Whistler, BC. For each city, images are arranged as one mosaic image and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2719262857"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,,,,2719262857,,,,,,,
19548,"DMTI Satellite StreetView (SSV) - Charlottetown, Prince Edward Island",2012 - 2017,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2655341995"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm along with boundary and point data.</p> <p>This dataset contains satellite images taken in 2009 using natural colour composite bands, covering Charlottetown, PEI.</p> <p>Supplementary data files and documentation are available for download from the 'Additional Documentation' section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2655341995"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos, ,grid,http://images.scholarsportal.info/gis/thumbnails/SSV/DMTISSV2009CharlottetownTIFF.png,,,2655341995,,,,,,,
19692,"DMTI Satellite StreetView (SSV) - Iqaluit, Nunavut",2008 - 2017,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3575496259"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data.</p> <p>This dataset contains satellite images taken in 2008, covering Iqaluit, Nunavut.</p> <p>Supplementary data files and documentation are available for download from the 'Additional Documentation' section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3575496259"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Canada,grid,http://images.scholarsportal.info/gis/thumbnails/SSV/DMTISSV2008IqaluitTIFF.png,,,3575496259,,,,,,,
19605,DMTI Satellite StreetView (SSV) - Manitoba,2005 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1251739593"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Winnipeg, Manitoba. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1251739593"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Canada,grid,,,,1251739593,,,,,,,
19330,DMTI Satellite StreetView (SSV) - New Brunswick,2005 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3086819388"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Fredericton, Moncton, and Saint John. For each city, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3086819388"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,,,,3086819388,,,,,,,
19414,DMTI Satellite StreetView (SSV) - Newfoundland and Labrador,2005 - 2011,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1228314246"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Argentia, Labrador City, and St. Johns. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""1228314246"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Canada,grid,,,,1228314246,,,,,,,
19655,DMTI Satellite StreetView (SSV) - Northwest Territories,2008 - 2009,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2614643589"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for several towns, villages, and mines in the Northwest Territories. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2614643589"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,,,,2614643589,,,,,,,
19527,DMTI Satellite StreetView (SSV) - Nova Scotia,2005 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3792831213"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Halifax, Sydney, Yarmouth, and Hawkesbury. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3792831213"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Canada,grid,,,,3792831213,,,,,,,
19580,"DMTI Satellite StreetView (SSV) - Whitehorse, Yukon",2008 - 2008,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2069130656"">Access this resource</a> on Scholars Geoportal.</p>","<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data.</p> <p>This dataset contains satellite images taken in 2008, covering Whitehorse, Yukon.</p> <p>Supplementary data files and documentation are available for download from the 'Additional Documentation' section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""2069130656"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,http://images.scholarsportal.info/gis/thumbnails/SSV/DMTISSV2008WhitehorseTIFF.png,,,2069130656,,,,,,,
19254,Drain Connection,1983 - 1983,Ontario Ministry of Natural Resources,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""562355967"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set is a point coverage that can be used to identify an artificial structure that allows water to move from one drainage feature to the next. This data set captures the location of drain connections that are part of drainage systems and describes the type of drain connection, construction, as well as the type of supplying or receiving feature. For example, a tile drainage area drains via a drain connection (i.e. a gravity outlet) into a constructed drain.</p><p>Please note that this data set may contain features that were constructed prior to 1983. Use caution when interpreting data and results.</p><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""562355967"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_DRAINCON.png,,,562355967,,,,,,,
20045,Drain Connection,2015 - 2015,"Ontario Ministry of Agriculture,Food, and Rural Affairs",Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""944fe80e-2843-4b55-9ba4-42b96050168e"">Access this resource</a> on Scholars Geoportal.</p>","An artificial structure that allows water to move from one drainage feature to the next. 

Example: A Tile Drainage Area drains via a Drain Connection (i.e. Gravity Outlet) into a Constructed Drain.

Captures the location of drain connections that are part of drainage systems.  

It describes the type of drain connection, construction as well as the type of supplying or receiving feature.
Legislated or Legal Authority for Collection: Drainage Act - R.R.O. 1990, Reg. 275
Tile Drainage Act - R.R.O. 1990, Reg. 1032
Additional Time Period Information: Data class may contain features constructed prior to 1983.
Additional Metadata: http://www.omafra.gov.on.ca/english/engineer/facts/90-223.htm",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""944fe80e-2843-4b55-9ba4-42b96050168e"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Farming and Food Production, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=7346&access=public&fname=DRAINCON.png,,,944fe80e-2843-4b55-9ba4-42b96050168e,,,,,,,
19819,Drainage Superintendents,2015 - 2015,"Ontario Ministry of Agriculture, Food and Rural Affairs",Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""0b8e34fa-637d-4287-9daa-617e0ff448fc"">Access this resource</a> on Scholars Geoportal.</p>","This polygon dataset displays the Drainage Superintendent for each lower, single tier municipality in Ontario. This dataset contains information regarding each municipality's superindendent, address, phone number, and employer.",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""0b8e34fa-637d-4287-9daa-617e0ff448fc"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Farming and Food Production, ,,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=13555&access=public&fname=DrainageSupers.png,,,0b8e34fa-637d-4287-9daa-617e0ff448fc,,,,,,,
19899,Dump Region,2015 - 2017,DMTI Spatial Inc.,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3631452757"">Access this resource</a> on Scholars Geoportal.</p>","<p>This layer indicates the parcels or tracts of land, associated with an industrial operation, which is set aside for the storage of raw materials.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=""3631452757"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_DumpRegion.png,,,3631452757,,,,,,,
