Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title
5752,Neighbourhood and Community Boundaries,"Annual, from 2008","<p>DMTI Spatial Inc.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Data is available for download through Scholars GeoPortal:</p>
<ul>
<li>Community Boundary File (CBH) - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1188929167"">2008 - 2014</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=318973410"">2015 - 2016</a></li>
<li>Neighbourhood Boundary File (NBH) - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2594161591"">2008 - 2014</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3882202139"">2015 - 2016</a></li>
</ul>","<p>Neighbourhood coverage is provided for the top 25 Census Metropolitan Areas (CMA) and most of the highest populated Census Subdivisions (CSD) across Canada.  Community Boundaries are provided for both urban and rural areas.</p>
<p>Available to Canadian universities under <a class=""ext"" href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"">DMTI Spatial SMART Consortium agreement</a>.  The earliest version of this data available through McMaster University Library is September 30, 2002. Annual updates are received in October or November of every year, so a version is available for each year after 2002.</p>
","<p>A user guide and data dictionary are supplied with the files in PDF format.</p>
","<p>Author. <i>Title</i> [format].  Edition.  Place of publication: Publisher, Date.</p>
<p>Example:  DMTI Spatial Inc. <i>Neighbourhood and Community Boundaries </i>[computer file].  v2009.3. Markham ON: DMTI Spatial Inc., 2009.</p>
","<p>Data is available for download through Scholars GeoPortal:</p>
<ul>
<li>Community Boundary File (CBH) - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1188929167"">2008 - 2014</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=318973410"">2015 - 2016</a></li>
<li>Neighbourhood Boundary File (NBH) - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2594161591"">2008 - 2014</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3882202139"">2015 - 2016</a></li>
</ul>",Delete,Library,Boundaries||Human Environment,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/Neighbourhoods.jpg,Neighbourhoods.jpg,Neighbourhoods.jpg
5754,Platinum Postal Suite ,"Annual, from 2006","<p>DMTI Spatial Inc.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Data is available for download through Scholars GeoPortal:</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=643323315"">Multiple Enhanced Postal Codes</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1972675626"">Forward Sortation Area (FSA) Boundaries</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1293001497"">Local Delivery Unit (LDU) Boundaries</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2836324810"">Local Delivery Unit (LDU) Boundaries Lookup Table</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3023771738"">Postal to Census Translation Table</a></li>
</ul>","<p>The Platinum Postal Suite is comprised of Multiple Enhanced Postal Codes, Local Delivery (LDU) Unit boundaries, and Forward Sortation Area (FSA) boundaries throughout Canada.</p>
<p>The Multiple Enhanced Postal Codes is precision-based point file representing over 1 million postal codes across Canada. The Multiple Enhanced Postal Code product allows for a one to many relationship. For example, one postal code may represent more than one postal code location. This dataset is provided as one point file covering all of Canada. The FSA boundaries represent the first three characters of a postal code. FSA boundaries are relatively large, so this dataset is provided as one polygon file covering all of Canada. The LDU boundaries represent the geographic location of the 6 digit postal code. LDUs are relatively large and very numerous, so a separate shapefile is provided for each province.</p>
<p>Other attributes associated with this dataset include: Points of Call (number of points serviced by the postal code) for apartments, businesses, houses, farms, and in total; birth date and (when applicable) date of retirement; and dominant delivery mode (direct, lock box, rural route etc.).</p>
<p>To complement this dataset, DMTI also provides a ""Postal2Census"" translation table, which can be used to join MEPs to various levels of census geography.  This table is included with the 2006-2008 datasets, but is provided separately (and therefore, but be specifically requested) for the 2009 dataset onwards.  More information about this table can be viewed on the <a href=""http://library.mcmaster.ca/maps/geospatial/postal2census-translation-table"">library's website</a>.</p>
<p>Available to Canadian universities under <a class=""ext"" href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"">DMTI Spatial SMART Consortium agreement</a>.  The earliest version of this data available through McMaster University Library is 2006. Annual updates are received in October or November of every year, so a version is available for each year after 2006.</p>
","<p>A user guide in PDF format is supplied with files.  A paper copy is also available in the Map Collection.</p>
","<p>Author. <i>Title</i> [format]. Edition. Place of publication: Publisher, Date.</p>
<p>Example:  DMTI Spatial Inc. <i>Platinum Postal Suite </i>[computer file].  v2010.3. Markham ON: DMTI Spatial Inc., 2010.</p>
","<p>Data is available for download through Scholars GeoPortal:</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=643323315"">Multiple Enhanced Postal Codes</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1972675626"">Forward Sortation Area (FSA) Boundaries</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1293001497"">Local Delivery Unit (LDU) Boundaries</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2836324810"">Local Delivery Unit (LDU) Boundaries Lookup Table</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3023771738"">Postal to Census Translation Table</a></li>
</ul>",Delete,Library,Boundaries,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/PPS_image.JPG,PPS_image.JPG,PPS_image.JPG
5756,CanMap Route Logistics,"Annual, from 2002","<p>DMTI Spatial Inc.</p>
","Shapefile (.shp), table",McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=DMTI%20Route;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>.</p>","<p>This dataset describes road networks and various topographic features across Canada.  A separate dataset is provided for each province, except for the ""Canada"" directory, which contains Capital Cities, National Water, Time Zones, and Provincial, Regional, and Area Code Boundaries for the whole country. </p>
<p>The ""Streets"" directory contains separate shapefiles for all roads, just major roads and highways, or just highways, as well as road casement regions at a variety of levels.  The ""Points of Interest"" directory contains point files for locations which are primarily associated with road-based transportation, such as Car Pool Lots, Toll Booths, Transportation Stops etc..  The ""Topo"" directory contains shapefiles which describe various topographic features, such as Rail and Transit Lines, Pipelines and Transmission, Other Transportation, Building Points and Footprints, Hydrography and Hydrographic Structures, Parks and Recreation, Wetlands, Vegetation, and Land Use.</p>
<p>This product is identical to the DMTI product ""CanMap Streetfiles"", except it contains the following additional features: Airports/Aerodromes, Weigh Stations, Forward Sortation Area (FSA) Boundaries, Turn Restrictions at intersections, Speed Limits, and Bridges and Tunnels.  If you are not interested in any of these features, see the Map Collection's webpage for <a href=""http://library.mcmaster.ca/maps/geospatial/canmap-streetfiles-0"">""CanMap Streetfiles""</a>.</p>
<p>Available to Canadian universities under <a href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"" class=""ext"">DMTI Spatial SMART Consortium agreement</a>.  The earliest version of this data available through McMaster University Library is 2002. Annual updates are received in October or November of every year, so a version is available for each year after 2002.</p>
","<p>A user guide in PDF format is supplied with files.  Paper copy is also available in the Map Collection.</p>
","<p>Author. <i>Title</i> [format].  Edition.  Place of publication: Publisher, Date.</p>
<p>DMTI Spatial Inc. <em>CanMap Route Logistics</em> [computer file]. v2008.3. Markham, ON: DMTI Spatial Inc., 2008.</p>
","<p>Available for download through <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=DMTI%20Route;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>.</p>",Delete,Library,Boundaries||Human Environment||Physical Environment||Transportation||Water Resources,Canada||Hamilton||Ontario,Shapefile,,,
5768,World Vector Shoreline Plus (WVSPLUS),2005,"<p>LAND INFO Worldwide Mapping LLC</p>
",,McMaster Students / Staff / Faculty only,"<p><a href=""http://shoreline.noaa.gov/"">http://shoreline.noaa.gov/</a></p>
","<p>This dataset contains world shorelines and bathymetry. These files were derived from the United States Defense Mapping Agency, Joint Operations Graphic (JOG) charts at 1:250,000.</p>
","<p><a href=""http://library.mcmaster.ca/sites/default/files/admin/docs/wvs-plus-readme.txt"">http://library.mcmaster.ca/sites/default/files/admin/docs/wvs-plus-readm...</a></p>
",,N/A,Delete,Library,Physical Environment||Water Resources,World,Shapefile,sites/default/files/geospatial/landinfo_wvsplus.jpg,landinfo_wvsplus.jpg,landinfo_wvsplus.jpg
5771,Canada Land Inventory (CLI) - Land Capability for Recreation,Various,"<p>Natural Resources Canada</p>
",Various,Public,"<p><a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation&sort="">http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation&sort=</a></p>
","<p>The inventory for recreational landuse capability has 7 Classes, from Class 1 with high capability to Class 7 with very low capability. The classification also examines the quantity of recreational use that a land unit can attract and withstand without permanent damage to the natural landscape.</p>
<p>Intensive and dispersed activities are recognized in the classification. Intensive activities are those in which relatively large numbers of people may be accommodated per unit area, such as a beach. Dispersed activities are those which normally require a relatively larger area per person such as backcountry camping.</p>
<p>The inventory is based on interpretation of aerial photographs, field checks, and available records. Capability maps are displayed with a 1:50,000 or 1:250,000 scale, depending on the dataset.</p>
<p>These datasets are equivalent to the Canada Land Inventory paper maps series.</p>
<p>The 1:50,000 dataset is available at the following link: <a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation+50%2C000&sort="">http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation+50%2C000&sort=</a></p>
<p>The 1:250,000 dataset is available at the following link: <a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation+250%2C000&sort="">http://open.canada.ca/data/en/dataset?q=canada+land+inventory+recreation+250%2C000&sort=</a></p>
","<p>Full metadata are available via links on the dataset webpages.</p>
","<p>Canada Land Inventory (1:250,000) - Land Capability for Recreation [computer file]. (2002). Sherbrooke, QC: Natural Resources Canada, Centre for Topographic Information.</p>

",N/A,Delete,Internet,Physical Environment,Canada||Ontario,E00,sites/default/files/geospatial/CLIrec.jpg,CLIrec.jpg,CLIrec.jpg
5777,Canada Land Inventory (CLI) - Land Capability for Agriculture,Various,"<p>Natural Resources Canada</p>
",Various,Public,"<p><a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+agriculture"">http://open.canada.ca/data/en/dataset?q=canada+land+inventory+agriculture</a></p>
","<p>Maps showing soil capability for agriculture. Equivalent to the Canada Land Inventory 1:50,000 or 1:250,000 scale paper map series (available in the Map Collection). Digital data is available for all of Canada, in separate files corresponding to the Canada National Topographic System 1:250,000 map grid.</p>
<p>The 1:50,000 dataset can be accessed at this link: <a href=""http://open.canada.ca/data/en/dataset/ec17a923-e760-49e2-a62e-928e19bb1e33"">http://open.canada.ca/data/en/dataset/ec17a923-e760-49e2-a62e-928e19bb1e33</a></p>
<p>The 1:250,000 dataset can be accessed at this link: <a href=""http://open.canada.ca/data/en/dataset/abf04733-8225-4d3c-83fa-9a5b60d43f2e"">http://open.canada.ca/data/en/dataset/abf04733-8225-4d3c-83fa-9a5b60d43f2e</a></p>
","<p>Full metadata for the 1:250,000 dataset is available at the following link: <a href=""http://geogratis.ca/geogratis/en/collection/metadata.do?id=EC4BAE30-5C4A-E940-03BE-2F31E531B6AE"">http://geogratis.ca/geogratis/en/collection/metadata.do?id=EC4BAE30-5C4A-E940-03BE-2F31E531B6AE</a></p>
<p>Full metadata for the 1:50,000 dataset is available at the following link: <a href=""http://geogratis.ca/geogratis/en/collection/metadata.do?id=7153E6F6-2FE4-CFAB-2798-2A755680E66E"">http://geogratis.ca/geogratis/en/collection/metadata.do?id=7153E6F6-2FE4-CFAB-2798-2A755680E66E</a></p>
","<p>Canada Land Inventory (1:250,000) - Land Capability for Agriculture [computer file]. (2002). Sherbrooke, QC: Natural Resources Canada, Centre for Topographic Information.</p>

",N/A,Delete,Internet,Human Environment||Physical Environment||Soils,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/CLIagric.jpg,CLIagric.jpg,CLIagric.jpg
5779,"Bedrock Geology of Ontario - 1:250,000 Scale",2011,"<p>Ontario Geological Survey</p>
","Shapefile (.shp), GeoTIFF",Public,"<p>Available for download from the <a href=""http://www.geologyontario.mndmf.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD126-REV1"">Geology Ontario website</a></p>
","<p>A bedrock geology map of the Province of Ontario, showing the distribution of underlying bedrock units. It illustrates geological rock types, major faults, iron formations, Kimberlite intrusions and dike swarms. The legend is subdivided geochronologically in the Phanerozoic, but geochronometrically in the Proterozoic and Archean. Time period of content varies; see metadata for each theme. This dataset is provided by the Ontario Geological Survey in cooperation with the Ministry of Northern Development and Mines for the purpose of assisting mineral exploration and development in academic, commercial, and government projects.</p>
<p>This is a revision of the product previously released as MRD 126 in 2003.  A shapefile called ""Rev_edits"" included with the product highlights all features which have been revised.</p>
<p>Additional keywords associated with this data: Precambrian Geology</p>
","<p>Metadata document is available for download in PDF format on the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD126-REV1"">Geology Ontario website</a>. The metadata document is also included with the downloadable file, in addition to an informative ""Readme"" document.</p>
","<p>Ontario Geological Survey, 2011.<em>1:250 000 Scale Bedrock Geology of Ontario</em>. Ontario Geological Survey, Miscellaneous Release Data 126 Revised. 2011.</p>
","<p>Bedrock Geology of Ontario, 1:250,000
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=257136620"">Bedrock Area (2011)</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=918859877"">Dike Swarm (2003)</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1157109999"">Kimberlite and Lamprophyre (2003)</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2536033927"">Fault (2003)</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1485034336"">Iron Formation (2003)</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=987660129"">Granulite Facies (2003)</a></li>
</ul>
</p>",Delete,Internet||Library,Geology,Hamilton||Ontario,TIFF||Shapefile,sites/default/files/geospatial/OntBedrock250k.jpg,,
5780,Census Boundary Files,2006,"<p>Statistics Canada</p>
",,,"<p><a href=""http://geodepot.statcan.ca/Diss2006/DataProducts/BoundaryFiles_e.jsp"">http://geodepot.statcan.ca/Diss2006/DataProducts/BoundaryFiles_e.jsp</a></p>
","<p>This site allows you to download boundaries of provinces/territories, economic regions, census division, census agglomeration, census metropolitan area, census consolidated subdivision and census subdivision.</p>
","<p><a href=""http://www.statcan.gc.ca/bsolc/olc-cel/olc-cel?catno=92-160-G&lang=eng"">Boundary Files, Reference Guide (92-160-G)</a></p>
",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=611955368"">http://geo.scholarsportal.info/#r/details/_uri@=611955368</a></p>",Delete,Internet,Boundaries,Canada,Shapefile,,,
5781,Health Regions (2007),2007,"<p>Statistics Canada</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2007_HealthRegions_Eng_Nat"">Health Regions (2007)</a>. This does not include public health units or LHINs.</p>","<p>From the StatsCan Health Regions Webpage: <em><br />
""Health regions are legislated administrative areas defined by  provincial ministries of health. These administrative areas represent geographic areas of responsibility for hospital boards or regional health authorities. Health regions, being provincial administrative areas, are subject to change. </em></p>
<p>Since the last update of this product in 2005 there have been few changes in the provincial health regions.  Existing changes include a small boundary change in New Brunswick and the abolishment of the health regions in Prince Edward Island. The health region codes for Alberta have been updated to align with codes used by Alberta Health and Wellness. The 2007 Health Regions: Boundaries and Correspondence with Census Geography reflects the boundaries as of December 2007 and provides the geographic linkage to 2001 and 2006 Censuses.""</p>
<p>This dataset delineates geospatial boundaries for provincial health care delivery regions for all provinces and territories of Canada.  Files for Ontario include both Public Health Units and Local Health Integrated Networks (LHINs).  Files are available in both MapInfo and ArcInfo formats for all provinces. Correspondence files, which link Health Regions to census boundaries (DAs and CSDs) are provided in CSV format and can be downloaded <a href=""http://www.statcan.gc.ca/pub/82-402-x/2007001/4067045-eng.htm"">here</a>.</p>
<p>Attribute data for these files is limited to region name, UID, and shape length/area.</p>
","<p>Complete user guide is available for download through <a href=""http://geo1.scholarsportal.info/proxy.html?http:__maps.scholarsportal.info/files/PDFS/public/DLI/2005/Health/4199976-eng.pdf"">Scholars GeoPortal</a>.</p>
","<p><em>Health Regions of Canada</em> [computer file]. Ottawa, ON: Statistics Canada, 2007.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2007_HealthRegions_Eng_Nat"">Health Regions (2007)</a></p>",Delete,Internet,Boundaries,Canada||Ontario,Shapefile,sites/default/files/geospatial/HealthRegions_0.jpg,,
5782,Health Regions (2005),2005,"<p>Statistics Canada</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2005_HealthRegions_Eng_Nat"">Health Regions (2005)</a>. This does not include public health units or LHINs.</p>","<p>From the StatsCan Health Regions webpage:<br /><em>""Health regions are legislated administrative areas defined by provincial ministries of health. These administrative areas represent geographic areas of responsibility for hospital boards or regional health authorities. Health regions, being provincial administrative areas, are subject to change.""</em></p>
<p>This dataset delineates geospatial boundaries for provincial health care delivery regions for all provinces and territories of Canada as of June 2005.  Files for Ontario include both Public Health Units and Local Health Integrated Networks (LHINs).  Files are available in both MapInfo and ArcInfo formats for all provinces.  Correspondence files, which link Health Regions to 2001 and 1996 census boundaries (DAs and CSDs) are provided in CSV format and can be downloaded from <a href=""http://www.statcan.gc.ca/pub/82-402-x/2006001/4152512-eng.htm"">Statistics Canada</a>.</p>
<p>Attribute data for these files is limited to region name, UID, perimeter, area, and centroid coordinates.</p>
","<p>Complete user guide is available for download through <a href=""http://geo1.scholarsportal.info/proxy.html?http:__maps.scholarsportal.info/files/PDFS/public/DLI/2005/Health/4199976-eng.pdf"">Scholars GeoPortal</a>.</p>
","<p><em>Health Regions of Canada</em> [computer file]. Ottawa, ON: Statistics Canada, 2005.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2005_HealthRegions_Eng_Nat"">Health Regions (2005)</a></p>",Delete,Internet,Boundaries,Canada||Ontario,Shapefile,sites/default/files/geospatial/healthregions2005.JPG,,
5783,Health Regions (2003),2003,"<p>Statistics Canada</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2003_HealthRegions_Eng_Nat"">Health Regions (2003)</a>. This does not include public health units or LHINs.</p>","<p>From the StatsCan Health Regions Webpage: <em><br />
""Health regions are legislated administrative  areas defined by provincial ministries of health. These administrative areas represent geographic areas of responsibility for hospital boards or regional health authorities. Health regions, being provincial administrative areas, are subject to change.""</em></p>
<p>This dataset delineates geospatial boundaries for provincial health care delivery regions for all provinces and territories of Canada as of  June 2003.  Files for Ontario include both Public Health Units and  Local Health  Integrated Networks (LHINs).  Files are available in both  MapInfo and ArcInfo formats for all provinces.  Correspondence files, which link  Health Regions to 2001 and 1996 census boundaries (DAs and  CSDs) are provided in CSV format and can be downloaded <a class=""ext"" href=""http://www.statcan.gc.ca/pub/82-402-x/2004001/4067024-eng.htm"">here</a>.</p>
<p>Attribute data for these files is limited to region name, UID, perimeter, and area.</p>
","<p>Complete user guide is available for download through <a href=""http://geo1.scholarsportal.info/proxy.html?http:__maps.scholarsportal.info/files/PDFS/public/DLI/2003/Health/4199975-eng.pdf"">Scholars GeoPortal</a>.</p>
","<p><em>Health Regions of Canada</em> [computer file]. Ottawa, ON: Statistics Canada, 2003.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2003_HealthRegions_Eng_Nat"">Health Regions (2003)</a></p>",Delete,Internet,Boundaries,Canada||Ontario,Shapefile,sites/default/files/geospatial/HealthRegions_1.jpg,,
5784,Health Regions (2000),2000,"<p>Statistics Canada</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2000_HealthRegions_Eng_Nat"">Health Regions (2000)</a>. This does not include public health units or LHINs.</p>","<p>This dataset delineates geospatial boundaries for provincial health care delivery regions for all provinces and territories of Canada for the year 2000. Files for Ontario include both Public Health Units and Local Health Integrated Networks (LHINs). Also available on the CD are correspondence data which link Health Regions to 1996 census boundaries (census subdivisions and enumeration areas), as well as digital map images in JPG and PDF format, ""Geographic Attributes"", which lists names and descriptions of files containing geographic area and cesus ID information, and population estimates.</p>
<p>Attribute data directly associated with the boundary files is limited to region name, UID, perimeter and area.</p>
","<p>The complete user guide for this dataset is available in PDF format <a href=""http://library.mcmaster.ca/maps/HRGUIDE.PDF"">here</a> and with download.  A paper copy of this guide is also available in the Map Collection.</p>
","<p><em>Health Regions of Canada</em> [computer file]. Ottawa, ON: Statistics Canada, 2000.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3785958055$DLI_2000_HealthRegions_Eng_Nat"">Health Regions (2000)</a></p>",Delete,Library,Boundaries,Canada||Ontario,E00||JPG||PDF||Shapefile,sites/default/files/geospatial/healthregions2000.JPG,healthregions2000.JPG,healthregions2000.JPG
5786,Forward Sortation Areas,Census years from 1986,"<p>Statistics Canada</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Forward Sortation Area boundaries are available for download through Scholars GeoPortal, see the following:</p>
<ul>
<li>1986 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=79302640$DLI_1986_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a></li>
<li>1996 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3577293255$DLI_1996_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a></li>
<li>2001 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1739082337$DLI_2001_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=621571288$DLI_2001_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2006 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=429762118$DLI_2006_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3607218365$DLI_2006_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2011 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=611955368$DLI_2011_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3789411615$DLI_2011_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2016 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=749265755"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1869071820"">Digital Boundary File</a></li>
</ul>","<p>Areas associated with first 3 digits of a Canadian postal code.</p>
<p> ""FSAs are associated with a postal facility from which mail delivery originates. The average number of households served by an FSA is approximately 8,000, but the number can range from zero to more than 60,000 households. This wide range of households can occur because some FSAs may serve only businesses (zero households) and some FSAs serve very large geographic areas."" (<a href=""http://www12.statcan.ca/census-recensement/2006/ref/dict/geo035a-eng.cfm"">Census Dictionary</a>)</p>
","<p>Statistics Canada Reference Guides are available for Forward Sortation Area booundary files at the following links:</p>
<ul>
<li>2001 - Forward Sortation Areas Boundary File, Reference Guide <a href=""http://www5.statcan.gc.ca/olc-cel/olc.action?objId=92F0170G&objType=2&lang=en&limit=0"">(92F0170G)</a></li>
<li>2006 - Census Forward Sortation Area Boundary File, Reference Guide <a href=""http://www5.statcan.gc.ca/olc-cel/olc.action?ObjId=92-170-G&ObjType=2&lang=en&limit=0"">(92-170-G)</a></li>
<li>2011/2016 - Forward Sortation Area Boundary File, Reference Guide <a href=""http://www5.statcan.gc.ca/olc-cel/olc.action?objId=92-179-G&objType=2&lang=en&limit=0"">(92-179-G)</a></li>
</ul>","Census Forward Sortation Area Boundary File, 2016 Census. Statistics Canada Catalogue no. 92-179-X.","<p>Forward Sortation Area boundaries are available for download through Scholars GeoPortal, see the following:</p>
<ul>
<li>1986 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=79302640$DLI_1986_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a></li>
<li>1996 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3577293255$DLI_1996_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a></li>
<li>2001 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1739082337$DLI_2001_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=621571288$DLI_2001_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2006 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=429762118$DLI_2006_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3607218365$DLI_2006_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2011 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=611955368$DLI_2011_Census_CBF_Eng_Nat_fsa"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3789411615$DLI_2011_Census_DBF_Eng_Nat_fsa"">Digital Boundary File</a></li>
<li>2016 Census - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=749265755"">Cartographic Boundary File</a> / <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1869071820"">Digital Boundary File</a></li>
</ul>",Delete,Library,Boundaries,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/fsa.gif,fsa.gif,fsa.gif
