Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
20035,Rail and Transit Line,2015 - 2016,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=513873247"">Access this resource</a> on Scholars Geoportal.</p>","<p>This layer indicates all the rail lines in Canada. This includes, but is not limited to, main rail lines, sidetracks, transit lines, and abandoned rail lines as well as structures like rail tunnels and bridges.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p><p><b><u>Note:</u></b> As of 2017, this dataset was split into RailwayLine and TransitLine.</p>","<p>DMTI Spatial Inc. <em>Rail and Transit Line</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=513873247.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=513873247"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,513873247,,,,,
20067,Roads Structure Table,2015 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2175090091"">Access this resource</a> on Scholars Geoportal.</p>",<p>This table contains structure names and structure type (e.g. bridges) for features in DMTI’s roads layer. </p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual</p>,"<p>DMTI Spatial Inc. <em>Roads Structure Table</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2175090091.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2175090091"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,2175090091,,,,,
20098,Network Data Set,2015 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4017505879"">Access this resource</a> on Scholars Geoportal.</p>","<p>This dataset contains a geodatabase that includes network dataset junctions, network dataset edges, roads network and restriction network files. It can be used for network analysis purpose.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>","<p>DMTI Spatial Inc. <em>Network Data Set</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4017505879.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4017505879"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,4017505879,,,,,
20106,Roads Table,2015 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3351462728"">Access this resource</a> on Scholars Geoportal.</p>",<p>This table is used to aid in routing logistics by providing additional road segment information when linked to the DMTI’s roads layer via the unique street identifier. </p><p>Supporting documentation is available in the Data Dictionary and User Manual</p>,"<p>DMTI Spatial Inc. <em>Roads Table</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3351462728.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3351462728"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,3351462728,,,,,
20125,Roads Alt Street Type Table,2015 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3793010984"">Access this resource</a> on Scholars Geoportal.</p>",<p>This table contains the alternate bilingual street type present for the street names. </p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual</p>,"<p>DMTI Spatial Inc. <em>Roads Alt Street Type Table</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3793010984.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3793010984"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,3793010984,,,,,
20138,Roads Source Table,2015 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2275278093"">Access this resource</a> on Scholars Geoportal.</p>",<p>This table contains information for about the acquisition sources and techniques for each feature in DMTI’s roads layer. </p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual</p>,"<p>DMTI Spatial Inc. <em>Roads Source Table</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2275278093.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2275278093"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,2275278093,,,,,
22944,"Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944",1944,United States. Army Map Service,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map of the region of Goch, Eastern Holland. It is the third edition of this map. The base map was published by the United States Army Map Service in 1944, and the overprint was published by the Royal Canadian Engineers in December 1944.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 19M/12/44/3RCE/5499.</p>","<p>United States. Army Map Service. <em>Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944</em> [digital resource: Grid]. United States. Army Map Service, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMGoch_1944_TIFF.png,,,,,,,,
22947,"Le Havre, France (SW). 1:10,000. Map Sheet 2, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:10,000 scale map (defence overprint) of the region of Le Havre, France (SW). It is the second edition of this map, published on September 5, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 1500/9/44/3RCE/5153.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Le Havre, France (SW). 1:10,000. Map Sheet 2, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMLeHavreSW_1944_TIFF.png,,,,,,,,
22949,"Xanten, Germany. 1:25,000. Map Sheet 4304, 3rd Edition, Defence Overprint, 20 February 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Xanten, Germany. It is the third edition of this map, published on February 20, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken February 16, 1945, and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 3220/2/45/3RCE/5665.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Xanten, Germany. 1:25,000. Map Sheet 4304, 3rd Edition, Defence Overprint, 20 February 1945</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMXanten_1945_TIFF.png,,,,,,,,
22950,"Rees, Germany. 1:25,000. Map Sheet 4204, 3rd Edition, Defence Overprint, 6 February 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Rees, Germany. It is the third edition of this map and the first revision of the defence overprint, published on February 6, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken January 24, 1945 and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 15M/1/45/3RCE/5573. Production information for the overprint is 5695/2/45/3RCE/5611.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Rees, Germany. 1:25,000. Map Sheet 4204, 3rd Edition, Defence Overprint, 6 February 1945</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMRees_02061945_TIFF.png,,,,,,,,
22952,"Geldern, Eastern Holland. 1:25,000. Map Sheet 4403, 2nd Edition, Defence Overprint, 18 December 1944",1944,United States. Army Map Service,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Geldern, Eastern Holland. It is the second edition of this map, published on December 18, 1944 by the Army Map Service of the United States Armed Forces.</p><p>This overprint was referenced from air photographs taken December 15, 1944, and utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the overprint is 2M/12/44/3RCE/5489.</p>","<p>United States. Army Map Service. <em>Geldern, Eastern Holland. 1:25,000. Map Sheet 4403, 2nd Edition, Defence Overprint, 18 December 1944</em> [digital resource: Grid]. United States. Army Map Service, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMGeldern_1944_TIFF.png,,,,,,,,
22959,"Porto Di Pesaro, Italy. 1:25,000. Map Sheet 109-1 NE, 3rd Edition, Going Overprint, August 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale going map of the region of Porto Di Pesaro, Italy. It is the third edition of this map, published in August 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was created for the purpose of assessing obstacles and terrain for armoured fighting vehicles (AFV).</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Porto Di Pesaro, Italy. 1:25,000. Map Sheet 109-1 NE, 3rd Edition, Going Overprint, August 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMPoroDiPesaro_1944_TIFF.png,,,,,,,,
22961,"Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 10 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Zeebrugge, France and Belgium. It was published on September 10, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 2500/9/44/3RCE/5195. Production information for the overprint is 1130/9/44/3RCE/5193.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 10 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMZeebruggeSW_10091944_TIFF.png,,,,,,,,
22966,"Calais, France. 1:25,000. Composite Map, Defence Overprint, 12 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale composite map (defence overprint) of Calais, France, published on September 12, 1944. It is a composite of several sheets (38 NE, 39 NW, 28 SW) published by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>Production information for the overprint is 2010/9/44/3RCE/5170.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Calais, France. 1:25,000. Composite Map, Defence Overprint, 12 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMCalais_1944_TIFF.png,,,,,,,,
